symbol,protons,neutrons,halflife
n,0,1,881.5
H,1,0,infinity
H,1,1,infinity
H,1,2,3.888E8
H,1,4,7.995E-23
H,1,5,2.848E-22
H,1,6,9.152E-15
He,2,1,infinity
He,2,2,infinity
He,2,3,7.595E-22
He,2,4,0.801
He,2,5,3.038E-21
He,2,6,0.119
He,2,8,1.519E-21
Li,3,1,7.557E-23
Li,3,2,3.038E-22
Li,3,3,infinity
Li,3,4,infinity
Li,3,5,0.84
Li,3,6,0.178
Li,3,8,0.00875
Li,3,9,1E-8
Be,4,2,4.953E-21
Be,4,3,4599936
Be,4,4,8.181E-17
Be,4,5,infinity
Be,4,6,4.377E13
Be,4,7,13.81
Be,4,8,0.0215
Be,4,9,2.7E-21
Be,4,10,0.00435
Be,4,11,2E-7
Be,4,12,2E-7
B,5,2,3.255E-22
B,5,3,0.77
B,5,4,8.439E-19
B,5,5,infinity
B,5,6,infinity
B,5,7,0.0202
B,5,8,0.0173
B,5,9,0.0125
B,5,10,0.00993
B,5,11,1.9E-10
B,5,12,0.00508
B,5,13,2.6E-8
B,5,14,0.00292
C,6,2,1.981E-21
C,6,3,0.127
C,6,4,19.308
C,6,5,1220.04
C,6,6,infinity
C,6,7,infinity
C,6,8,1.799E11
C,6,9,2.449
C,6,10,0.747
C,6,11,0.193
C,6,12,0.092
C,6,13,0.049
C,6,14,0.014
C,6,15,3E-8
C,6,16,0.0061
N,7,4,5.49E-22
N,7,5,0.011
N,7,6,597.9
N,7,7,infinity
N,7,8,infinity
N,7,9,7.13
N,7,10,4.173
N,7,11,0.62
N,7,12,0.336
N,7,13,0.136
N,7,14,0.083
N,7,15,2E-2
N,7,16,0.0145
N,7,17,5.2E-8
O,8,4,1.139E-21
O,8,5,0.00858
O,8,6,70.62
O,8,7,122.24
O,8,8,infinity
O,8,9,infinity
O,8,10,infinity
O,8,11,26.88
O,8,12,13.51
O,8,13,3.42
O,8,14,2.25
O,8,15,0.097
O,8,16,0.065
O,8,18,4E-8
O,8,19,2.6E-7
O,8,20,1E-7
F,9,6,4.557E-22
F,9,7,1.139E-20
F,9,8,64.49
F,9,9,6586.2
F,9,10,infinity
F,9,11,11.07
F,9,12,4.158
F,9,13,4.23
F,9,14,2.23
F,9,15,7
F,9,16,0.08
F,9,17,0.0097
F,9,18,0.005
F,9,19,4E-8
F,9,20,0.0025
F,9,22,2.5E-7
Ne,10,6,9E-21
Ne,10,7,0.109
Ne,10,8,1.667
Ne,10,9,17.22
Ne,10,10,infinity
Ne,10,11,infinity
Ne,10,12,infinity
Ne,10,13,37.24
Ne,10,14,202.8
Ne,10,15,0.602
Ne,10,16,0.197
Ne,10,17,0.0315
Ne,10,18,0.0189
Ne,10,19,0.0148
Ne,10,20,0.0073
Ne,10,21,0.0034
Ne,10,22,0.0035
Ne,10,23,1.8E-7
Ne,10,24,6E-8
Na,11,7,1.3E-21
Na,11,8,4E-8
Na,11,9,0.448
Na,11,10,22.49
Na,11,11,8.213E7
Na,11,12,infinity
Na,11,13,53989.2
Na,11,14,59.1
Na,11,15,1.0713
Na,11,16,0.301
Na,11,17,0.0305
Na,11,18,0.0449
Na,11,19,0.048
Na,11,20,0.017
Na,11,21,1.32E-2
Na,11,22,0.008
Na,11,23,0.0055
Na,11,24,0.0015
Na,11,25,1.8E-7
Na,11,26,6E-8
Mg,12,7,4E-12
Mg,12,8,0.0908
Mg,12,9,0.122
Mg,12,10,3.876
Mg,12,11,11.317
Mg,12,12,infinity
Mg,12,13,infinity
Mg,12,14,infinity
Mg,12,15,567.48
Mg,12,16,75294
Mg,12,17,1.3
Mg,12,18,0.335
Mg,12,19,0.232
Mg,12,20,0.086
Mg,12,21,0.0905
Mg,12,22,0.02
Mg,12,23,0.07
Mg,12,24,0.0039
Mg,12,25,2.6E-7
Mg,12,26,2.6E-7
Mg,12,27,1.8E-7
Mg,12,28,1.7E-7
Al,13,8,3.5E-8
Al,13,9,0.0911
Al,13,10,0.446
Al,13,11,2.053
Al,13,12,7.183
Al,13,13,2.263E13
Al,13,14,infinity
Al,13,15,134.484
Al,13,16,393.6
Al,13,17,3.62
Al,13,18,6.44E-1
Al,13,19,0.033
Al,13,20,0.0417
Al,13,21,0.042
Al,13,22,0.0372
Al,13,23,0.09
Al,13,24,0.0107
Al,13,25,0.0076
Al,13,26,0.0076
Al,13,27,2.6E-7
Al,13,28,2.6E-7
Al,13,29,1.7E-7
Al,13,30,1.7E-7
Si,14,8,0.029
Si,14,9,0.0423
Si,14,10,0.141
Si,14,11,0.22
Si,14,12,2.229
Si,14,13,4.15
Si,14,14,infinity
Si,14,15,infinity
Si,14,16,infinity
Si,14,17,9438
Si,14,18,4.828E9
Si,14,19,6.11
Si,14,20,2.77
Si,14,21,0.78
Si,14,22,0.45
Si,14,23,0.09
Si,14,24,1E-6
Si,14,25,0.0475
Si,14,26,0.033
Si,14,27,0.02
Si,14,28,0.0125
Si,14,29,6E-8
Si,14,30,3.6E-7
P,15,10,3E-8
P,15,11,0.0437
P,15,12,0.26
P,15,13,0.27
P,15,14,4.142
P,15,15,149.88
P,15,16,infinity
P,15,17,1232236.8
P,15,18,2190240
P,15,19,12.43
P,15,20,47.3
P,15,21,5.6
P,15,22,2.31
P,15,23,0.64
P,15,24,0.28
P,15,25,1.25E-1
P,15,26,0.1
P,15,27,0.0485
P,15,28,0.0365
P,15,29,0.0185
P,15,30,2E-7
P,15,31,2E-7
S,16,10,7.9E-8
S,16,11,0.0155
S,16,12,0.125
S,16,13,0.187
S,16,14,1.178
S,16,15,2.572
S,16,16,infinity
S,16,17,infinity
S,16,18,infinity
S,16,19,7548768
S,16,20,infinity
S,16,21,303
S,16,22,10218
S,16,23,11.5
S,16,24,8.8
S,16,25,1.99
S,16,26,1.03
S,16,27,0.28
S,16,28,0.1
S,16,29,0.068
S,16,30,0.05
S,16,32,2E-7
S,16,33,2E-7
Cl,17,12,2E-8
Cl,17,13,3E-8
Cl,17,14,0.15
Cl,17,15,0.298
Cl,17,16,2.511
Cl,17,17,1.526
Cl,17,17,1920
Cl,17,18,infinity
Cl,17,19,9.499E12
Cl,17,20,infinity
Cl,17,21,2234.4
Cl,17,22,3372
Cl,17,23,81
Cl,17,24,38.4
Cl,17,25,6.8
Cl,17,26,3.13
Cl,17,27,0.56
Cl,17,28,0.413
Cl,17,29,0.232
Cl,17,30,0.101
Cl,17,31,2E-7
Cl,17,32,1.7E-7
Cl,17,33,6.2E-7
Cl,17,34,2E-7
Ar,18,12,2E-8
Ar,18,13,0.0144
Ar,18,14,0.101
Ar,18,15,0.173
Ar,18,16,0.845
Ar,18,17,1.776
Ar,18,18,infinity
Ar,18,19,3027456
Ar,18,20,infinity
Ar,18,21,8.489E9
Ar,18,22,infinity
Ar,18,23,6576.6
Ar,18,24,1.0382E9
Ar,18,25,322.2
Ar,18,26,712.2
Ar,18,27,21.48
Ar,18,28,8.4
Ar,18,29,1.23
Ar,18,30,0.475
Ar,18,31,0.17
Ar,18,32,0.085
Ar,18,33,2E-7
Ar,18,34,6.2E-7
Ar,18,35,6.2E-7
K,19,14,2.5E-8
K,19,15,2.5E-8
K,19,16,0.178
K,19,17,0.342
K,19,18,1.226
K,19,19,458.16
K,19,20,infinity
K,19,21,3.938E16
K,19,22,infinity
K,19,23,44355.6
K,19,24,80280
K,19,25,1327.8
K,19,26,1068.6
K,19,27,105
K,19,28,17.5
K,19,29,6.8
K,19,30,1.26
K,19,31,10
K,19,32,3.65E-1
K,19,33,0.118
K,19,34,0.03
K,19,35,0.01
K,19,36,3.6E-7
K,19,37,6.2E-7
Ca,20,14,3.5E-8
Ca,20,15,0.0257
Ca,20,16,0.102
Ca,20,17,0.181
Ca,20,18,0.44
Ca,20,19,0.86
Ca,20,21,3.219E12
Ca,20,22,infinity
Ca,20,23,infinity
Ca,20,24,infinity
Ca,20,25,1.405E7
Ca,20,26,8.836E22
Ca,20,27,391910.4
Ca,20,28,1.333E27
Ca,20,29,523.08
Ca,20,30,13.9
Ca,20,31,10
Ca,20,32,4.6
Ca,20,33,9E-2
Ca,20,34,0.086
Ca,20,35,0.022
Ca,20,36,0.011
Ca,20,37,6.2E-7
Ca,20,38,6.2E-7
Sc,21,18,3E-7
Sc,21,19,0.182
Sc,21,20,0.596
Sc,21,21,61.7
Sc,21,22,14007.6
Sc,21,23,210996
Sc,21,24,infinity
Sc,21,25,7239456
Sc,21,26,289370.88
Sc,21,27,157212
Sc,21,28,3430.8
Sc,21,29,102.5
Sc,21,30,12.4
Sc,21,31,8.2
Sc,21,32,2.4
Sc,21,33,0.526
Sc,21,34,0.096
Sc,21,35,0.026
Sc,21,36,0.022
Sc,21,37,0.012
Sc,21,38,3.6E-7
Sc,21,39,3.6E-7
Sc,21,40,3.6E-7
Ti,22,17,0.031
Ti,22,18,0.0524
Ti,22,19,0.0804
Ti,22,20,0.199
Ti,22,21,0.509
Ti,22,22,1.893E9
Ti,22,23,11088
Ti,22,24,infinity
Ti,22,25,infinity
Ti,22,26,infinity
Ti,22,27,infinity
Ti,22,28,infinity
Ti,22,29,345.6
Ti,22,30,102
Ti,22,31,32.7
Ti,22,32,1.5
Ti,22,33,1.3
Ti,22,34,0.2
Ti,22,35,0.098
Ti,22,36,0.057
Ti,22,37,0.0275
Ti,22,38,0.0224
Ti,22,39,0.015
Ti,22,40,6.2E-7
Ti,22,41,3.6E-7
V,23,19,5.5E-8
V,23,20,0.0793
V,23,21,0.15
V,23,22,0.547
V,23,23,0.423
V,23,24,1956
V,23,25,1380110.4
V,23,26,2.851E7
V,23,27,6.627E24
V,23,28,infinity
V,23,29,224.58
V,23,30,92.58
V,23,31,49.8
V,23,32,6.54
V,23,33,0.216
V,23,34,0.32
V,23,35,0.191
V,23,36,0.097
V,23,37,0.068
V,23,38,0.0526
V,23,39,0.0335
V,23,40,0.0192
V,23,41,0.019
V,23,42,3.6E-7
V,23,43,3.6E-7
Cr,24,18,0.0133
Cr,24,19,0.0206
Cr,24,20,0.0428
Cr,24,21,0.0609
Cr,24,22,0.26
Cr,24,23,0.5
Cr,24,24,77616
Cr,24,25,2538
Cr,24,26,4.102E25
Cr,24,27,2393496
Cr,24,28,infinity
Cr,24,29,infinity
Cr,24,30,infinity
Cr,24,31,209.82
Cr,24,32,356.4
Cr,24,33,21.1
Cr,24,34,7
Cr,24,35,1.05
Cr,24,36,0.49
Cr,24,37,0.243
Cr,24,38,0.206
Cr,24,39,0.129
Cr,24,40,0.042
Cr,24,41,0.028
Cr,24,42,0.023
Cr,24,43,1E-3
Cr,24,44,3.6E-7
Mn,25,19,1.05E-7
Mn,25,21,0.0362
Mn,25,22,0.088
Mn,25,23,0.158
Mn,25,24,0.382
Mn,25,25,105
Mn,25,26,2772
Mn,25,27,483062.4
Mn,25,28,1.18E14
Mn,25,29,2.697E7
Mn,25,30,infinity
Mn,25,31,9284.04
Mn,25,32,85.4
Mn,25,33,65.4
Mn,25,34,4.59
Mn,25,35,1.77
Mn,25,36,0.67
Mn,25,37,0.671
Mn,25,38,0.275
Mn,25,39,0.09
Mn,25,40,0.084
Mn,25,41,0.065
Mn,25,42,0.051
Mn,25,43,2.8E-2
Mn,25,44,0.018
Mn,25,45,3.6E-7
Mn,25,46,6.37E-7
Fe,26,19,0.00189
Fe,26,20,0.013
Fe,26,21,0.0219
Fe,26,22,0.0453
Fe,26,23,0.0647
Fe,26,24,0.155
Fe,26,25,0.305
Fe,26,26,29790
Fe,26,27,510.6
Fe,26,28,infinity
Fe,26,29,8.659E7
Fe,26,30,infinity
Fe,26,31,infinity
Fe,26,32,infinity
Fe,26,33,3844368
Fe,26,34,8.268E13
Fe,26,35,358.8
Fe,26,36,68
Fe,26,37,6.1
Fe,26,38,2
Fe,26,39,1.12
Fe,26,40,0.44
Fe,26,41,0.4
Fe,26,42,0.18
Fe,26,43,0.11
Fe,26,44,0.071
Fe,26,45,0.028
Fe,26,46,1.5E-7
Fe,26,47,6.33E-7
Fe,26,48,6.38E-7
Co,27,23,0.0388
Co,27,24,2E-7
Co,27,25,0.115
Co,27,26,0.24
Co,27,26,0.247
Co,27,27,88.8
Co,27,28,63108
Co,27,29,6673190.4
Co,27,30,2.348E7
Co,27,31,6122304
Co,27,32,infinity
Co,27,33,1.663E8
Co,27,34,5940
Co,27,35,834.6
Co,27,36,27.4
Co,27,37,0.3
Co,27,38,1.16
Co,27,39,0.2
Co,27,40,0.425
Co,27,41,1.6
Co,27,42,0.229
Co,27,43,0.5
Co,27,44,0.08
Co,27,45,6E-2
Co,27,46,0.041
Co,27,47,0.025
Co,27,48,1.5E-7
Co,27,49,6.34E-7
Ni,28,20,0.0021
Ni,28,21,0.0075
Ni,28,22,0.0185
Ni,28,23,0.0238
Ni,28,24,0.0408
Ni,28,25,0.0552
Ni,28,26,0.104
Ni,28,27,0.205
Ni,28,28,524880
Ni,28,29,128160
Ni,28,30,infinity
Ni,28,31,2.398E12
Ni,28,32,infinity
Ni,28,33,infinity
Ni,28,34,infinity
Ni,28,35,3.194E9
Ni,28,36,infinity
Ni,28,37,9063
Ni,28,38,196560
Ni,28,39,21
Ni,28,40,29
Ni,28,41,11.2
Ni,28,42,6
Ni,28,43,2.56
Ni,28,44,1.57
Ni,28,45,0.84
Ni,28,46,0.68
Ni,28,47,0.344
Ni,28,48,0.238
Ni,28,49,0.128
Ni,28,50,0.11
Ni,28,51,6.35E-7
Cu,29,24,3E-7
Cu,29,25,7.5E-8
Cu,29,26,0.027
Cu,29,27,0.093
Cu,29,28,0.196
Cu,29,29,3.204
Cu,29,30,81.5
Cu,29,31,1422
Cu,29,32,11998.8
Cu,29,33,580.38
Cu,29,34,infinity
Cu,29,35,45723.6
Cu,29,36,infinity
Cu,29,37,307.2
Cu,29,38,222588
Cu,29,39,225
Cu,29,40,171
Cu,29,41,44.5
Cu,29,42,19.4
Cu,29,43,6.63
Cu,29,44,4.2
Cu,29,45,1.594
Cu,29,46,1.222
Cu,29,47,1.27
Cu,29,48,0.468
Cu,29,49,5
Cu,29,50,0.188
Cu,29,51,0.17
Cu,29,52,6.32E-7
Cu,29,53,6.36E-7
Zn,30,24,0.00159
Zn,30,25,0.0198
Zn,30,26,0.03
Zn,30,27,0.038
Zn,30,28,0.086
Zn,30,29,0.182
Zn,30,30,142.8
Zn,30,31,89.1
Zn,30,32,33069.6
Zn,30,33,2308.2
Zn,30,34,infinity
Zn,30,35,2.108E7
Zn,30,36,infinity
Zn,30,37,infinity
Zn,30,38,infinity
Zn,30,39,49536
Zn,30,40,7.258E24
Zn,30,41,14256
Zn,30,42,167400
Zn,30,43,23.5
Zn,30,44,95.6
Zn,30,45,10.2
Zn,30,46,5.7
Zn,30,47,2.08
Zn,30,48,1.47
Zn,30,49,0.995
Zn,30,50,0.54
Zn,30,51,0.304
Zn,30,52,1.5E-7
Zn,30,53,3E-7
Zn,30,54,6.33E-7
Zn,30,55,6.37E-7
Ga,31,29,0.07
Ga,31,30,0.167
Ga,31,31,0.116
Ga,31,32,32.4
Ga,31,33,157.62
Ga,31,34,912
Ga,31,35,34164
Ga,31,36,281810.88
Ga,31,37,4062.6
Ga,31,38,infinity
Ga,31,39,1268.4
Ga,31,40,infinity
Ga,31,41,50760
Ga,31,42,17496
Ga,31,43,487.2
Ga,31,44,126
Ga,31,45,32.6
Ga,31,46,13.2
Ga,31,47,5.09
Ga,31,48,2.847
Ga,31,49,1.676
Ga,31,50,1.217
Ga,31,51,24
Ga,31,52,0.308
Ga,31,53,0.085
Ga,31,54,1E-1
Ga,31,55,1.5E-7
Ga,31,56,6.34E-7
Ge,32,28,1.1E-7
Ge,32,29,0.044
Ge,32,30,0.129
Ge,32,31,0.15
Ge,32,32,63.7
Ge,32,33,30.9
Ge,32,34,8135.1
Ge,32,35,1134
Ge,32,36,2.341E7
Ge,32,37,140580
Ge,32,38,infinity
Ge,32,39,987552
Ge,32,40,infinity
Ge,32,41,infinity
Ge,32,42,infinity
Ge,32,43,4966.8
Ge,32,44,infinity
Ge,32,45,40680
Ge,32,46,5280
Ge,32,47,39
Ge,32,48,29.5
Ge,32,49,7.6
Ge,32,50,4.56
Ge,32,51,1.85
Ge,32,52,0.954
Ge,32,53,0.56
Ge,32,54,1.5E-7
Ge,32,55,0.14
Ge,32,56,3E-7
Ge,32,57,3E-7
Ge,32,58,6.35E-7
As,33,30,4.3E-8
As,33,31,0.018
As,33,32,0.128
As,33,33,0.0958
As,33,34,42.5
As,33,35,151.6
As,33,36,912
As,33,37,3156
As,33,38,235080
As,33,39,93600
As,33,40,6937920
As,33,41,1535328
As,33,42,infinity
As,33,43,94538.88
As,33,44,139788
As,33,45,5442
As,33,46,540.6
As,33,47,15.2
As,33,48,33.3
As,33,49,19.1
As,33,50,13.4
As,33,51,4.2
As,33,52,2.021
As,33,53,0.945
As,33,54,0.56
As,33,55,3E-7
As,33,56,3E-7
As,33,57,3E-7
As,33,58,1.5E-7
Se,34,30,1.8E-7
Se,34,31,0.033
Se,34,32,3.3E-2
Se,34,33,0.136
Se,34,34,35.5
Se,34,35,27.4
Se,34,36,2466
Se,34,37,284.4
Se,34,38,725760
Se,34,39,25740
Se,34,40,infinity
Se,34,41,1.035E7
Se,34,42,infinity
Se,34,43,infinity
Se,34,44,infinity
Se,34,45,9.309E12
Se,34,46,infinity
Se,34,47,3436.8
Se,34,48,infinity
Se,34,49,1338
Se,34,50,195.6
Se,34,51,32.9
Se,34,52,14.3
Se,34,53,5.5
Se,34,54,1.53
Se,34,55,0.41
Se,34,56,3E-7
Se,34,57,0.27
Se,34,58,1E-1
Se,34,59,5E-2
Se,34,60,1.5E-7
Se,34,61,3E-7
Br,35,33,1.2E-6
Br,35,34,2.4E-8
Br,35,35,2.2
Br,35,36,21.4
Br,35,37,78.6
Br,35,38,204
Br,35,39,2760
Br,35,40,5802
Br,35,41,58320
Br,35,42,205329.6
Br,35,43,387
Br,35,44,infinity
Br,35,45,15913.8
Br,35,46,infinity
Br,35,47,127015.2
Br,35,48,8640
Br,35,49,1905.6
Br,35,50,174
Br,35,51,55.1
Br,35,52,55.65
Br,35,53,16.29
Br,35,54,4.4
Br,35,55,1.91
Br,35,56,0.541
Br,35,57,0.343
Br,35,58,0.102
Br,35,59,0.07
Br,35,60,1.5E-7
Br,35,61,1.5E-7
Br,35,62,3E-7
Br,35,63,6.34E-7
Kr,36,33,0.032
Kr,36,34,0.052
Kr,36,35,0.1
Kr,36,36,17.1
Kr,36,37,27.3
Kr,36,38,690
Kr,36,39,257.4
Kr,36,40,53280
Kr,36,41,4464
Kr,36,42,infinity
Kr,36,43,50
Kr,36,44,infinity
Kr,36,45,7.227E12
Kr,36,46,infinity
Kr,36,47,infinity
Kr,36,48,infinity
Kr,36,49,3.393E8
Kr,36,50,infinity
Kr,36,51,4578
Kr,36,52,10224
Kr,36,53,189
Kr,36,54,32.32
Kr,36,55,8.57
Kr,36,56,1.84
Kr,36,57,1.286
Kr,36,58,0.212
Kr,36,59,0.114
Kr,36,60,0.08
Kr,36,61,0.063
Kr,36,62,0.046
Kr,36,63,0.013
Kr,36,64,0.007
Kr,36,65,6.35E-7
Rb,37,35,1.2E-6
Rb,37,36,3E-8
Rb,37,37,0.0649
Rb,37,38,19
Rb,37,39,36.5
Rb,37,40,226.2
Rb,37,41,1059.6
Rb,37,42,1374
Rb,37,43,33.4
Rb,37,44,16459.2
Rb,37,45,23299.2
Rb,37,46,7447680
Rb,37,47,2835648
Rb,37,48,infinity
Rb,37,49,1610668.8
Rb,37,50,1.518E18
Rb,37,51,1066.38
Rb,37,52,909
Rb,37,53,258
Rb,37,54,58.4
Rb,37,55,4.492
Rb,37,56,5.84
Rb,37,57,2.702
Rb,37,58,0.378
Rb,37,59,0.203
Rb,37,60,0.169
Rb,37,61,1.02E-1
Rb,37,62,0.054
Rb,37,63,5.1E-2
Rb,37,64,0.032
Rb,37,65,0.037
Rb,37,66,6.33E-7
Sr,38,35,0.025
Sr,38,36,1.2E-6
Sr,38,37,0.088
Sr,38,38,7.89
Sr,38,39,9
Sr,38,40,160
Sr,38,41,135
Sr,38,42,6378
Sr,38,43,1338
Sr,38,44,2189376
Sr,38,45,116675.1
Sr,38,46,infinity
Sr,38,47,5603039.1
Sr,38,48,infinity
Sr,38,49,infinity
Sr,38,50,infinity
Sr,38,51,4365792
Sr,38,52,9.12E8
Sr,38,53,34668
Sr,38,54,9576
Sr,38,55,445.8
Sr,38,56,75.3
Sr,38,57,23.9
Sr,38,58,1.07
Sr,38,59,0.429
Sr,38,60,0.653
Sr,38,61,0.269
Sr,38,62,0.202
Sr,38,63,0.118
Sr,38,64,0.069
Sr,38,65,0.068
Sr,38,66,0.043
Sr,38,67,0.04
Sr,38,68,3.92E-7
Sr,38,69,3.95E-7
Y,39,37,2E-7
Y,39,38,0.057
Y,39,39,5.8
Y,39,40,14.8
Y,39,41,30.1
Y,39,42,70.4
Y,39,43,8.3
Y,39,44,424.8
Y,39,45,2370
Y,39,46,17496
Y,39,47,53064
Y,39,48,287280
Y,39,49,9212486.4
Y,39,50,infinity
Y,39,51,230590.8
Y,39,52,5055264
Y,39,53,12744
Y,39,54,36648
Y,39,55,1122
Y,39,56,618
Y,39,57,9.6
Y,39,58,3.75
Y,39,59,2
Y,39,60,1.484
Y,39,61,11
Y,39,62,0.45
Y,39,63,0.36
Y,39,64,0.23
Y,39,65,0.197
Y,39,66,0.085
Y,39,67,0.062
Y,39,68,0.041
Y,39,69,0.025
Y,39,70,3.93E-7
Zr,40,38,1.7E-7
Zr,40,39,0.056
Zr,40,40,4.6
Zr,40,41,5.5
Zr,40,42,32
Zr,40,43,41.6
Zr,40,44,1548
Zr,40,45,471.6
Zr,40,46,59400
Zr,40,47,6048
Zr,40,48,7205760
Zr,40,49,282276
Zr,40,50,infinity
Zr,40,51,infinity
Zr,40,52,infinity
Zr,40,53,5.0808E13
Zr,40,54,infinity
Zr,40,55,5532364.8
Zr,40,56,7.416E26
Zr,40,57,60296.4
Zr,40,58,30.7
Zr,40,59,2.1
Zr,40,60,7.1
Zr,40,61,2.3
Zr,40,62,2.9
Zr,40,63,1.32
Zr,40,64,0.87
Zr,40,65,0.66
Zr,40,66,0.191
Zr,40,67,0.138
Zr,40,68,0.073
Zr,40,69,0.063
Zr,40,70,0.037
Zr,40,71,3.92E-7
Zr,40,72,3.94E-7
Nb,41,40,2E-7
Nb,41,41,0.05
Nb,41,42,3.8
Nb,41,43,3
Nb,41,44,20.5
Nb,41,45,88
Nb,41,46,225
Nb,41,47,873
Nb,41,48,7307.1
Nb,41,49,52560
Nb,41,50,2.146E10
Nb,41,51,1.095E15
Nb,41,52,infinity
Nb,41,53,6.406E11
Nb,41,54,3023222.4
Nb,41,55,84060
Nb,41,56,4326
Nb,41,57,3078
Nb,41,58,150
Nb,41,59,2.99
Nb,41,60,7.1
Nb,41,61,4.3
Nb,41,62,1.5
Nb,41,63,4.9
Nb,41,64,2.95
Nb,41,65,0.93
Nb,41,66,0.3
Nb,41,67,0.22
Nb,41,68,0.106
Nb,41,69,0.086
Nb,41,70,0.051
Nb,41,71,0.033
Nb,41,72,3E-7
Nb,41,73,3.92E-7
Nb,41,74,3.94E-7
Mo,42,41,0.006
Mo,42,42,2.3
Mo,42,43,3.2
Mo,42,44,19.1
Mo,42,45,14.02
Mo,42,46,480
Mo,42,47,126.6
Mo,42,48,20016
Mo,42,49,929.4
Mo,42,50,infinity
Mo,42,51,1.262E11
Mo,42,52,infinity
Mo,42,53,infinity
Mo,42,54,infinity
Mo,42,55,infinity
Mo,42,56,infinity
Mo,42,57,237513.6
Mo,42,58,2.304E26
Mo,42,59,876.6
Mo,42,60,678
Mo,42,61,67.5
Mo,42,62,60
Mo,42,63,35.6
Mo,42,64,8.73
Mo,42,65,3.5
Mo,42,66,1.09
Mo,42,67,0.66
Mo,42,68,0.27
Mo,42,69,0.22
Mo,42,70,0.12
Mo,42,71,0.078
Mo,42,72,0.06
Mo,42,73,0.051
Mo,42,74,3.91E-7
Mo,42,75,3.93E-7
Tc,43,42,0.5
Tc,43,43,0.054
Tc,43,44,2.2
Tc,43,45,6.4
Tc,43,46,12.9
Tc,43,47,49.2
Tc,43,48,198
Tc,43,49,255
Tc,43,50,9900
Tc,43,51,17580
Tc,43,52,5270400
Tc,43,53,369792
Tc,43,54,1.329E14
Tc,43,55,1.325E14
Tc,43,56,6.662E12
Tc,43,57,15.46
Tc,43,58,841.2
Tc,43,59,261
Tc,43,60,54.2
Tc,43,61,1098
Tc,43,62,456
Tc,43,63,35.6
Tc,43,64,21.2
Tc,43,65,5.17
